,,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths
Georgia,1999.0,171.0,1018.0,1510.0,3054.0,5107.0,286.0,7609.0,12137.0,16341.0,13749.0,1040.0,
Georgia,2000.0,178.0,1100.0,1530.0,3109.0,5424.0,250.0,7705.0,12226.0,16979.0,14239.0,1126.0,
Georgia,2001.0,215.0,1141.0,1511.0,3254.0,5673.0,246.0,7905.0,12066.0,16814.0,14502.0,1146.0,12.0
Georgia,2002.0,179.0,1050.0,1497.0,3268.0,5904.0,230.0,8348.0,11790.0,17373.0,14615.0,1192.0,
Georgia,2003.0,162.0,1105.0,1567.0,3256.0,6010.0,252.0,8759.0,11974.0,17156.0,15085.0,1151.0,
Georgia,2004.0,189.0,1086.0,1526.0,3099.0,6244.0,228.0,8899.0,11725.0,16878.0,14758.0,1181.0,
Georgia,2005.0,181.0,1121.0,1549.0,3053.0,6347.0,230.0,9223.0,11708.0,16764.0,15398.0,1159.0,
Georgia,2006.0,190.0,1185.0,1598.0,3013.0,6371.0,210.0,9600.0,11761.0,16735.0,15938.0,1206.0,
Georgia,2007.0,190.0,1249.0,1617.0,2994.0,6323.0,219.0,9584.0,11939.0,16418.0,16590.0,1206.0,
Georgia,2008.0,170.0,1179.0,1552.0,2754.0,6416.0,216.0,10008.0,12535.0,16963.0,16662.0,1182.0,
Georgia,2009.0,171.0,957.0,1601.0,2779.0,6582.0,225.0,10307.0,12536.0,16694.0,16797.0,1049.0,14.0
Georgia,2010.0,194.0,975.0,1486.0,2618.0,6502.0,221.0,10786.0,13078.0,16970.0,17573.0,860.0,
Georgia,2011.0,158.0,960.0,1517.0,2548.0,6462.0,202.0,10949.0,13035.0,16885.0,17627.0,905.0,
Georgia,2012.0,148.0,928.0,1549.0,2456.0,6331.0,188.0,11187.0,13779.0,17146.0,18318.0,815.0,
Georgia,2013.0,184.0,979.0,1554.0,2561.0,6426.0,201.0,11658.0,14802.0,17303.0,18525.0,894.0,
Georgia,2014.0,142.0,1003.0,1625.0,2576.0,6270.0,221.0,11941.0,15512.0,17666.0,18954.0,976.0,
Georgia,2015.0,160.0,1112.0,1771.0,2625.0,6189.0,221.0,12332.0,16446.0,18561.0,19499.0,1024.0,
Georgia,2016.0,157.0,1231.0,1917.0,2810.0,6228.0,209.0,12853.0,17109.0,18492.0,19443.0,976.0,
Georgia,2017.0,143.0,1148.0,2008.0,2748.0,6156.0,207.0,12957.0,17443.0,19242.0,20113.0,932.0,
Georgia,2018.0,145.0,1096.0,1930.0,2875.0,6031.0,208.0,12962.0,18316.0,20187.0,20564.0,888.0,
Hawaii,1999.0,15.0,82.0,157.0,316.0,578.0,15.0,854.0,1579.0,2413.0,2141.0,120.0,
Hawaii,2000.0,11.0,89.0,121.0,320.0,598.0,23.0,889.0,1523.0,2384.0,2189.0,142.0,
Hawaii,2001.0,19.0,108.0,143.0,305.0,679.0,17.0,869.0,1435.0,2393.0,2320.0,106.0,
Hawaii,2002.0,17.0,89.0,127.0,290.0,655.0,21.0,960.0,1392.0,2570.0,2552.0,127.0,
Hawaii,2003.0,20.0,108.0,119.0,280.0,661.0,21.0,960.0,1379.0,2735.0,2558.0,136.0,
Hawaii,2004.0,23.0,92.0,142.0,307.0,701.0,25.0,955.0,1412.0,2544.0,2725.0,104.0,
Hawaii,2005.0,16.0,95.0,134.0,305.0,709.0,20.0,1093.0,1388.0,2511.0,2749.0,116.0,
Hawaii,2006.0,24.0,109.0,157.0,298.0,722.0,23.0,1100.0,1451.0,2549.0,2892.0,107.0,
Hawaii,2007.0,20.0,103.0,138.0,280.0,710.0,24.0,1113.0,1401.0,2458.0,3123.0,124.0,
Hawaii,2008.0,17.0,82.0,137.0,278.0,699.0,17.0,1144.0,1374.0,2526.0,3119.0,108.0,
Hawaii,2009.0,15.0,120.0,155.0,286.0,698.0,19.0,1238.0,1480.0,2456.0,3329.0,116.0,
Hawaii,2010.0,16.0,106.0,143.0,287.0,669.0,14.0,1205.0,1432.0,2390.0,3236.0,117.0,
Hawaii,2011.0,15.0,114.0,147.0,268.0,703.0,23.0,1274.0,1598.0,2188.0,3492.0,101.0,
Hawaii,2012.0,13.0,94.0,164.0,296.0,622.0,17.0,1333.0,1572.0,2281.0,3787.0,94.0,
Hawaii,2013.0,18.0,104.0,152.0,255.0,658.0,22.0,1291.0,1748.0,2255.0,3877.0,124.0,
Hawaii,2014.0,15.0,83.0,160.0,244.0,713.0,16.0,1390.0,1766.0,2298.0,3997.0,83.0,
Hawaii,2015.0,15.0,111.0,155.0,234.0,650.0,16.0,1399.0,1901.0,2293.0,4169.0,108.0,
Hawaii,2016.0,14.0,118.0,183.0,276.0,574.0,24.0,1377.0,1886.0,2246.0,4103.0,110.0,
Hawaii,2017.0,19.0,96.0,190.0,323.0,635.0,23.0,1337.0,2051.0,2354.0,4270.0,92.0,
Hawaii,2018.0,12.0,86.0,181.0,263.0,583.0,18.0,1380.0,2181.0,2334.0,4260.0,116.0,
Idaho,1999.0,29.0,176.0,157.0,308.0,543.0,57.0,873.0,1640.0,2860.0,2801.0,134.0,
Idaho,2000.0,19.0,130.0,154.0,300.0,571.0,44.0,899.0,1696.0,2812.0,2785.0,153.0,
Idaho,2001.0,27.0,191.0,156.0,326.0,599.0,45.0,948.0,1621.0,2847.0,2864.0,129.0,
Idaho,2002.0,29.0,180.0,134.0,333.0,680.0,36.0,943.0,1672.0,2787.0,3000.0,128.0,
Idaho,2003.0,31.0,171.0,165.0,335.0,716.0,43.0,1047.0,1628.0,2889.0,3217.0,138.0,
Idaho,2004.0,37.0,166.0,165.0,320.0,720.0,39.0,1006.0,1629.0,2805.0,3002.0,139.0,
Idaho,2005.0,32.0,157.0,185.0,314.0,691.0,33.0,1064.0,1727.0,2945.0,3267.0,141.0,
Idaho,2006.0,37.0,165.0,172.0,335.0,715.0,50.0,1131.0,1639.0,2954.0,3250.0,165.0,
Idaho,2007.0,31.0,190.0,188.0,305.0,725.0,38.0,1161.0,1687.0,2907.0,3421.0,169.0,
Idaho,2008.0,23.0,161.0,181.0,315.0,726.0,39.0,1239.0,1809.0,2886.0,3434.0,149.0,
Idaho,2009.0,21.0,147.0,201.0,334.0,788.0,36.0,1326.0,1794.0,2803.0,3519.0,129.0,
Idaho,2010.0,32.0,163.0,214.0,320.0,705.0,30.0,1340.0,1952.0,2906.0,3655.0,112.0,
Idaho,2011.0,30.0,178.0,168.0,321.0,756.0,28.0,1426.0,1998.0,2904.0,4106.0,112.0,
Idaho,2012.0,13.0,163.0,173.0,309.0,759.0,33.0,1401.0,2083.0,2931.0,4010.0,123.0,
Idaho,2013.0,24.0,158.0,218.0,321.0,787.0,32.0,1589.0,2234.0,3005.0,3940.0,126.0,
Idaho,2014.0,20.0,153.0,231.0,346.0,714.0,51.0,1544.0,2320.0,3094.0,4013.0,125.0,
Idaho,2015.0,16.0,172.0,218.0,371.0,704.0,32.0,1645.0,2347.0,3261.0,4154.0,106.0,
Idaho,2016.0,25.0,155.0,233.0,356.0,691.0,49.0,1683.0,2445.0,3434.0,4158.0,137.0,
Idaho,2017.0,25.0,161.0,275.0,364.0,689.0,43.0,1672.0,2683.0,3561.0,4436.0,102.0,
Idaho,2018.0,15.0,231.0,240.0,372.0,738.0,37.0,1667.0,2817.0,3538.0,4497.0,109.0,
Illinois,1999.0,256.0,1494.0,1901.0,3914.0,6687.0,300.0,10728.0,20027.0,31492.0,30084.0,1550.0,
Illinois,2000.0,216.0,1463.0,1790.0,3868.0,6906.0,295.0,10423.0,19340.0,30833.0,29930.0,1568.0,
Illinois,2001.0,228.0,1503.0,1830.0,3774.0,7099.0,319.0,10661.0,18351.0,30434.0,29816.0,1413.0,
Illinois,2002.0,208.0,1446.0,1865.0,3762.0,7381.0,290.0,10845.0,18092.0,30449.0,30981.0,1339.0,
Illinois,2003.0,202.0,1492.0,1768.0,3569.0,7275.0,272.0,10755.0,17462.0,30220.0,30888.0,1412.0,10.0
Illinois,2004.0,205.0,1333.0,1635.0,3483.0,7324.0,273.0,10961.0,16750.0,28819.0,30533.0,1349.0,
Illinois,2005.0,186.0,1414.0,1681.0,3334.0,7329.0,232.0,11279.0,16441.0,29096.0,31651.0,1328.0,
Illinois,2006.0,176.0,1334.0,1669.0,3194.0,7379.0,221.0,11370.0,16043.0,28345.0,31126.0,1309.0,
Illinois,2007.0,188.0,1360.0,1598.0,3037.0,7327.0,270.0,11548.0,15734.0,27460.0,30752.0,1217.0,12.0
Illinois,2008.0,174.0,1299.0,1682.0,2935.0,7566.0,230.0,11914.0,16575.0,27010.0,32820.0,1256.0,10.0
Illinois,2009.0,188.0,1266.0,1646.0,2841.0,7392.0,223.0,11976.0,16196.0,25666.0,31476.0,1177.0,
Illinois,2010.0,178.0,1205.0,1709.0,2586.0,7089.0,226.0,12059.0,16093.0,25278.0,32385.0,1118.0,
Illinois,2011.0,162.0,1266.0,1677.0,2643.0,6891.0,218.0,12463.0,16457.0,25563.0,33507.0,1051.0,
Illinois,2012.0,148.0,1244.0,1709.0,2542.0,6882.0,219.0,12929.0,16848.0,24871.0,34000.0,1032.0,
Illinois,2013.0,143.0,1145.0,1718.0,2471.0,6635.0,203.0,13065.0,17344.0,25210.0,34524.0,942.0,
Illinois,2014.0,130.0,1207.0,1721.0,2518.0,6612.0,183.0,13432.0,18276.0,24848.0,35315.0,1045.0,
Illinois,2015.0,122.0,1280.0,1762.0,2616.0,6431.0,216.0,13871.0,18800.0,24981.0,35831.0,953.0,
Illinois,2016.0,135.0,1398.0,2161.0,2836.0,6256.0,175.0,13962.0,19317.0,24688.0,35110.0,980.0,
Illinois,2017.0,143.0,1393.0,2279.0,2803.0,6084.0,227.0,14042.0,20061.0,25679.0,36095.0,912.0,
Illinois,2018.0,125.0,1176.0,2197.0,2937.0,6048.0,223.0,14564.0,20089.0,25838.0,35879.0,942.0,
Indiana,1999.0,142.0,708.0,905.0,1774.0,3386.0,190.0,5546.0,10909.0,16254.0,14799.0,686.0,
Indiana,2000.0,144.0,751.0,856.0,1845.0,3522.0,166.0,5657.0,10655.0,16401.0,14783.0,685.0,
Indiana,2001.0,121.0,777.0,870.0,1917.0,3684.0,150.0,5599.0,10186.0,16280.0,14963.0,650.0,
Indiana,2002.0,120.0,754.0,801.0,1882.0,3832.0,156.0,5796.0,9938.0,16274.0,15185.0,657.0,
Indiana,2003.0,119.0,746.0,904.0,1882.0,3937.0,135.0,6063.0,9775.0,16363.0,15373.0,661.0,10.0
Indiana,2004.0,127.0,749.0,846.0,1805.0,3845.0,166.0,6014.0,9246.0,15898.0,14814.0,700.0,
Indiana,2005.0,132.0,781.0,945.0,1755.0,3998.0,172.0,6183.0,9546.0,15886.0,15578.0,698.0,
Indiana,2006.0,122.0,743.0,977.0,1861.0,4175.0,167.0,6448.0,9330.0,15537.0,15553.0,708.0,
Indiana,2007.0,105.0,732.0,983.0,1716.0,4046.0,155.0,6422.0,9189.0,14593.0,15374.0,681.0,
Indiana,2008.0,123.0,717.0,991.0,1723.0,4016.0,150.0,6986.0,9595.0,15394.0,16440.0,614.0,
Indiana,2009.0,107.0,628.0,938.0,1737.0,4355.0,151.0,6949.0,9529.0,14657.0,16243.0,678.0,
Indiana,2010.0,93.0,690.0,965.0,1525.0,4344.0,118.0,7267.0,9780.0,14508.0,16810.0,640.0,
Indiana,2011.0,98.0,639.0,1022.0,1684.0,4243.0,136.0,7703.0,9891.0,14554.0,17588.0,644.0,
Indiana,2012.0,114.0,683.0,1095.0,1601.0,4342.0,115.0,7688.0,10443.0,14551.0,18142.0,557.0,
Indiana,2013.0,92.0,719.0,1138.0,1623.0,4164.0,145.0,8047.0,10873.0,14933.0,18382.0,600.0,
Indiana,2014.0,85.0,680.0,1145.0,1741.0,4168.0,122.0,8268.0,11165.0,14597.0,18372.0,595.0,
Indiana,2015.0,87.0,782.0,1263.0,1739.0,4063.0,138.0,8537.0,11676.0,14766.0,19051.0,611.0,
Indiana,2016.0,94.0,816.0,1382.0,1858.0,4166.0,132.0,8723.0,11903.0,14874.0,18904.0,620.0,
Indiana,2017.0,96.0,797.0,1507.0,2025.0,4153.0,151.0,8815.0,12497.0,15589.0,19367.0,600.0,
Indiana,2018.0,95.0,782.0,1330.0,1955.0,3900.0,128.0,9008.0,12888.0,15762.0,19288.0,556.0,
Iowa,1999.0,47.0,309.0,315.0,660.0,1213.0,70.0,2231.0,4768.0,8692.0,9891.0,215.0,
Iowa,2000.0,49.0,308.0,273.0,660.0,1320.0,74.0,2211.0,4705.0,8331.0,9882.0,247.0,
Iowa,2001.0,46.0,269.0,249.0,693.0,1309.0,80.0,2158.0,4624.0,8263.0,9888.0,212.0,
Iowa,2002.0,42.0,268.0,278.0,636.0,1372.0,70.0,2204.0,4400.0,8378.0,10131.0,199.0,
Iowa,2003.0,40.0,282.0,264.0,652.0,1521.0,77.0,2434.0,4251.0,8040.0,10286.0,215.0,
Iowa,2004.0,30.0,257.0,280.0,577.0,1464.0,77.0,2346.0,4035.0,7852.0,9784.0,195.0,
Iowa,2005.0,40.0,307.0,276.0,603.0,1537.0,59.0,2442.0,4073.0,8110.0,10153.0,210.0,
Iowa,2006.0,40.0,274.0,264.0,621.0,1491.0,46.0,2543.0,4006.0,7744.0,10125.0,208.0,
Iowa,2007.0,43.0,257.0,292.0,604.0,1535.0,59.0,2619.0,3917.0,7525.0,10144.0,225.0,
Iowa,2008.0,55.0,255.0,324.0,624.0,1629.0,50.0,2719.0,4181.0,7642.0,10834.0,228.0,
Iowa,2009.0,47.0,229.0,334.0,598.0,1541.0,52.0,2795.0,4142.0,7317.0,10307.0,182.0,
Iowa,2010.0,30.0,237.0,319.0,563.0,1665.0,45.0,2830.0,4183.0,7205.0,10479.0,189.0,
Iowa,2011.0,41.0,249.0,312.0,571.0,1597.0,61.0,2960.0,4248.0,7167.0,10797.0,181.0,
Iowa,2012.0,44.0,236.0,341.0,568.0,1538.0,53.0,3103.0,4111.0,7161.0,11029.0,205.0,
Iowa,2013.0,35.0,227.0,335.0,568.0,1591.0,55.0,3149.0,4486.0,7141.0,11199.0,162.0,
Iowa,2014.0,48.0,228.0,343.0,515.0,1557.0,48.0,3221.0,4714.0,7160.0,11165.0,191.0,
Iowa,2015.0,40.0,247.0,354.0,558.0,1446.0,63.0,3300.0,4853.0,7199.0,11374.0,166.0,
Iowa,2016.0,47.0,268.0,409.0,628.0,1460.0,57.0,3404.0,4908.0,6933.0,11184.0,240.0,
Iowa,2017.0,37.0,272.0,383.0,606.0,1463.0,60.0,3456.0,5282.0,7261.0,11507.0,203.0,
Iowa,2018.0,33.0,244.0,410.0,589.0,1375.0,60.0,3462.0,5421.0,7263.0,11319.0,191.0,
Kansas,1999.0,62.0,329.0,341.0,708.0,1294.0,80.0,2179.0,4222.0,6987.0,7987.0,283.0,
Kansas,2000.0,63.0,336.0,334.0,732.0,1281.0,75.0,2054.0,4064.0,7193.0,8317.0,268.0,
Kansas,2001.0,62.0,354.0,323.0,752.0,1400.0,70.0,2127.0,4054.0,7187.0,8031.0,287.0,
Kansas,2002.0,63.0,357.0,298.0,815.0,1500.0,70.0,2184.0,3846.0,7264.0,8343.0,281.0,
Kansas,2003.0,61.0,317.0,298.0,737.0,1545.0,65.0,2265.0,3705.0,7092.0,8246.0,262.0,
Kansas,2004.0,61.0,315.0,352.0,695.0,1601.0,73.0,2258.0,3573.0,6862.0,7744.0,284.0,
Kansas,2005.0,45.0,311.0,331.0,706.0,1641.0,75.0,2422.0,3672.0,6970.0,8214.0,294.0,
Kansas,2006.0,49.0,320.0,381.0,682.0,1635.0,61.0,2466.0,3665.0,6784.0,8215.0,292.0,
Kansas,2007.0,38.0,319.0,342.0,636.0,1694.0,62.0,2453.0,3506.0,6710.0,8398.0,333.0,
Kansas,2008.0,66.0,350.0,350.0,601.0,1601.0,51.0,2650.0,3701.0,6648.0,8652.0,304.0,
Kansas,2009.0,50.0,281.0,420.0,590.0,1642.0,68.0,2716.0,3687.0,6204.0,8076.0,289.0,
Kansas,2010.0,62.0,310.0,414.0,571.0,1644.0,65.0,2833.0,3622.0,6128.0,8600.0,253.0,
Kansas,2011.0,46.0,297.0,410.0,613.0,1627.0,62.0,2965.0,3731.0,6156.0,8960.0,247.0,
Kansas,2012.0,42.0,305.0,407.0,615.0,1608.0,56.0,2988.0,4003.0,6121.0,8746.0,254.0,
Kansas,2013.0,59.0,266.0,405.0,578.0,1583.0,66.0,3000.0,4081.0,6069.0,9057.0,250.0,
Kansas,2014.0,37.0,286.0,404.0,566.0,1559.0,55.0,3195.0,4315.0,6154.0,8975.0,247.0,
Kansas,2015.0,41.0,280.0,420.0,629.0,1557.0,62.0,3308.0,4497.0,6164.0,9474.0,232.0,
Kansas,2016.0,35.0,292.0,450.0,618.0,1426.0,66.0,3369.0,4603.0,6214.0,8946.0,225.0,
Kansas,2017.0,43.0,313.0,485.0,667.0,1397.0,64.0,3489.0,4860.0,6375.0,9148.0,221.0,
Kansas,2018.0,30.0,330.0,485.0,675.0,1321.0,62.0,3523.0,5072.0,6425.0,9378.0,236.0,
Kentucky,1999.0,59.0,459.0,655.0,1378.0,2556.0,121.0,4497.0,7942.0,11267.0,9973.0,411.0,
Kentucky,2000.0,75.0,543.0,691.0,1449.0,2679.0,106.0,4402.0,7894.0,11209.0,10055.0,401.0,
Kentucky,2001.0,83.0,508.0,712.0,1526.0,2893.0,124.0,4596.0,7757.0,11321.0,10014.0,325.0,
Kentucky,2002.0,75.0,553.0,756.0,1552.0,2922.0,101.0,4871.0,7823.0,11528.0,10122.0,392.0,
Kentucky,2003.0,85.0,565.0,810.0,1576.0,2971.0,111.0,4937.0,7483.0,11328.0,9994.0,381.0,
Kentucky,2004.0,81.0,611.0,805.0,1515.0,3082.0,102.0,4779.0,7314.0,10653.0,9324.0,378.0,
Kentucky,2005.0,88.0,577.0,787.0,1539.0,3142.0,103.0,5089.0,7446.0,11170.0,9907.0,375.0,
Kentucky,2006.0,74.0,565.0,889.0,1517.0,3191.0,89.0,5063.0,7387.0,10917.0,9971.0,438.0,
Kentucky,2007.0,64.0,525.0,829.0,1520.0,3192.0,103.0,5279.0,7468.0,10677.0,10036.0,397.0,
Kentucky,2008.0,68.0,466.0,789.0,1440.0,3429.0,105.0,5400.0,7748.0,10855.0,10627.0,402.0,
Kentucky,2009.0,77.0,493.0,817.0,1487.0,3591.0,93.0,5819.0,7873.0,10403.0,10329.0,397.0,
Kentucky,2010.0,74.0,462.0,874.0,1418.0,3630.0,100.0,5867.0,7950.0,10570.0,10659.0,379.0,
Kentucky,2011.0,88.0,451.0,887.0,1471.0,3670.0,76.0,5992.0,8100.0,10580.0,10961.0,350.0,
Kentucky,2012.0,67.0,511.0,891.0,1484.0,3629.0,96.0,6379.0,8375.0,10603.0,11231.0,398.0,
Kentucky,2013.0,59.0,415.0,857.0,1393.0,3430.0,83.0,6431.0,8652.0,10794.0,11282.0,355.0,
Kentucky,2014.0,54.0,458.0,870.0,1537.0,3582.0,96.0,6659.0,9091.0,10760.0,11330.0,398.0,
Kentucky,2015.0,69.0,490.0,1023.0,1532.0,3638.0,94.0,7044.0,9550.0,11034.0,11715.0,375.0,
Kentucky,2016.0,68.0,560.0,1047.0,1761.0,3645.0,99.0,7220.0,9953.0,11296.0,11808.0,370.0,
Kentucky,2017.0,55.0,502.0,1138.0,1748.0,3588.0,93.0,7205.0,10078.0,11536.0,11912.0,355.0,
Kentucky,2018.0,64.0,506.0,1045.0,1635.0,3383.0,78.0,7315.0,10473.0,11894.0,11999.0,315.0,
Louisiana,1999.0,125.0,758.0,957.0,1922.0,3161.0,187.0,4677.0,8272.0,11020.0,9538.0,621.0,
Louisiana,2000.0,130.0,827.0,918.0,1886.0,3341.0,167.0,4944.0,7957.0,10861.0,9499.0,608.0,
Louisiana,2001.0,130.0,784.0,977.0,1943.0,3457.0,173.0,4987.0,7869.0,11291.0,9503.0,643.0,
Louisiana,2002.0,143.0,841.0,1024.0,1935.0,3514.0,177.0,5018.0,7576.0,11435.0,9656.0,665.0,
Louisiana,2003.0,111.0,837.0,1027.0,1975.0,3684.0,141.0,5296.0,7728.0,11458.0,9854.0,606.0,
Louisiana,2004.0,125.0,903.0,1095.0,1892.0,3779.0,180.0,5299.0,7453.0,11322.0,9482.0,684.0,
Louisiana,2005.0,132.0,920.0,1136.0,1938.0,4083.0,167.0,5682.0,7645.0,11610.0,10425.0,613.0,
Louisiana,2006.0,90.0,846.0,1085.0,1722.0,3734.0,129.0,5394.0,6994.0,10379.0,9036.0,629.0,
Louisiana,2007.0,101.0,828.0,1158.0,1730.0,3604.0,138.0,5407.0,6909.0,10097.0,9384.0,608.0,
Louisiana,2008.0,115.0,831.0,982.0,1575.0,3820.0,137.0,5699.0,7131.0,10359.0,9977.0,591.0,
Louisiana,2009.0,107.0,709.0,951.0,1505.0,3789.0,137.0,5784.0,7223.0,10002.0,9507.0,568.0,
Louisiana,2010.0,88.0,670.0,1009.0,1482.0,3661.0,113.0,5906.0,7372.0,10037.0,9854.0,474.0,
Louisiana,2011.0,95.0,625.0,973.0,1385.0,3617.0,119.0,6024.0,7442.0,9834.0,10266.0,510.0,
Louisiana,2012.0,108.0,614.0,987.0,1436.0,3577.0,110.0,6355.0,7904.0,10091.0,10626.0,511.0,
Louisiana,2013.0,97.0,649.0,1072.0,1481.0,3512.0,110.0,6818.0,8192.0,10057.0,10734.0,547.0,
Louisiana,2014.0,122.0,617.0,1110.0,1436.0,3612.0,108.0,6971.0,8442.0,10199.0,10767.0,483.0,
Louisiana,2015.0,114.0,637.0,1128.0,1517.0,3398.0,131.0,7107.0,8522.0,10046.0,10618.0,498.0,
Louisiana,2016.0,106.0,668.0,1187.0,1562.0,3353.0,120.0,7114.0,8846.0,9972.0,10875.0,503.0,
Louisiana,2017.0,101.0,682.0,1214.0,1668.0,3214.0,108.0,7276.0,9402.0,10519.0,11187.0,431.0,
Louisiana,2018.0,88.0,597.0,1182.0,1651.0,3059.0,115.0,7179.0,9725.0,10732.0,11266.0,454.0,
Maine,1999.0,12.0,124.0,142.0,309.0,633.0,30.0,1117.0,2412.0,3700.0,3716.0,66.0,
Maine,2000.0,18.0,119.0,141.0,317.0,684.0,31.0,1113.0,2292.0,3777.0,3796.0,66.0,
Maine,2001.0,10.0,120.0,137.0,323.0,662.0,24.0,1152.0,2272.0,3753.0,3884.0,84.0,
Maine,2002.0,18.0,118.0,156.0,355.0,691.0,25.0,1244.0,2271.0,3885.0,3872.0,59.0,
Maine,2003.0,16.0,121.0,144.0,332.0,704.0,29.0,1307.0,2141.0,3775.0,3903.0,68.0,
Maine,2004.0,22.0,144.0,136.0,338.0,711.0,24.0,1231.0,2091.0,3726.0,3941.0,79.0,
Maine,2005.0,14.0,131.0,149.0,314.0,781.0,24.0,1410.0,2130.0,3817.0,4001.0,97.0,
Maine,2006.0,12.0,140.0,146.0,312.0,820.0,22.0,1401.0,2008.0,3536.0,3808.0,89.0,
Maine,2007.0,14.0,137.0,153.0,268.0,757.0,20.0,1434.0,1998.0,3573.0,4050.0,89.0,
Maine,2008.0,17.0,112.0,142.0,301.0,769.0,18.0,1429.0,2034.0,3547.0,4097.0,75.0,
Maine,2009.0,,107.0,140.0,276.0,793.0,25.0,1409.0,2044.0,3538.0,4178.0,76.0,
Maine,2010.0,13.0,118.0,132.0,255.0,802.0,15.0,1511.0,2143.0,3513.0,4175.0,70.0,
Maine,2011.0,,104.0,142.0,295.0,745.0,21.0,1541.0,2157.0,3497.0,4409.0,83.0,
Maine,2012.0,12.0,109.0,171.0,248.0,772.0,17.0,1562.0,2127.0,3411.0,4355.0,86.0,
Maine,2013.0,16.0,102.0,153.0,278.0,741.0,20.0,1572.0,2362.0,3475.0,4738.0,90.0,
Maine,2014.0,,105.0,177.0,258.0,781.0,18.0,1568.0,2421.0,3395.0,4693.0,85.0,
Maine,2015.0,12.0,98.0,207.0,281.0,814.0,13.0,1652.0,2582.0,3677.0,5060.0,83.0,
Maine,2016.0,10.0,121.0,228.0,322.0,777.0,21.0,1686.0,2686.0,3366.0,4890.0,74.0,
Maine,2017.0,14.0,96.0,259.0,320.0,782.0,15.0,1780.0,2824.0,3580.0,4935.0,70.0,
Maine,2018.0,,96.0,223.0,324.0,720.0,19.0,1746.0,2782.0,3764.0,4971.0,67.0,
Maryland,1999.0,84.0,640.0,929.0,2103.0,3179.0,129.0,4529.0,8166.0,12292.0,10411.0,601.0,26.0
Maryland,2000.0,82.0,621.0,879.0,2055.0,3372.0,138.0,4696.0,8125.0,12480.0,10740.0,562.0,
Maryland,2001.0,98.0,645.0,884.0,2101.0,3476.0,136.0,4729.0,7876.0,12533.0,10764.0,594.0,
Maryland,2002.0,88.0,686.0,868.0,2076.0,3609.0,124.0,4884.0,7539.0,12577.0,10963.0,551.0,
Maryland,2003.0,80.0,760.0,858.0,2029.0,3655.0,130.0,5006.0,7567.0,12433.0,11355.0,617.0,
Maryland,2004.0,93.0,678.0,831.0,1918.0,3740.0,138.0,4980.0,7138.0,12062.0,11020.0,630.0,
Maryland,2005.0,64.0,669.0,847.0,1795.0,3694.0,111.0,5318.0,7054.0,12158.0,11628.0,547.0,
Maryland,2006.0,83.0,706.0,871.0,1801.0,3690.0,105.0,5322.0,6927.0,11625.0,11834.0,616.0,
