,,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths
Maryland,2007.0,96.0,702.0,862.0,1775.0,3679.0,122.0,5287.0,6892.0,11311.0,12403.0,625.0,
Maryland,2008.0,88.0,644.0,801.0,1522.0,3689.0,107.0,5337.0,7044.0,11337.0,12699.0,619.0,
Maryland,2009.0,67.0,576.0,822.0,1455.0,3702.0,100.0,5733.0,7076.0,10938.0,12826.0,546.0,
Maryland,2010.0,57.0,566.0,795.0,1279.0,3508.0,91.0,5685.0,7125.0,10642.0,13076.0,498.0,
Maryland,2011.0,63.0,589.0,832.0,1230.0,3393.0,92.0,5753.0,7203.0,10458.0,13635.0,494.0,
Maryland,2012.0,79.0,584.0,848.0,1249.0,3332.0,84.0,6014.0,7313.0,10385.0,14115.0,467.0,
Maryland,2013.0,72.0,549.0,921.0,1212.0,3313.0,79.0,6132.0,7885.0,10589.0,14456.0,477.0,
Maryland,2014.0,75.0,509.0,923.0,1291.0,3291.0,92.0,6257.0,8168.0,10569.0,14213.0,478.0,
Maryland,2015.0,85.0,605.0,1066.0,1292.0,3272.0,101.0,6391.0,8396.0,10615.0,14931.0,490.0,
Maryland,2016.0,65.0,676.0,1285.0,1496.0,3442.0,95.0,6706.0,8979.0,10901.0,14694.0,480.0,
Maryland,2017.0,69.0,654.0,1415.0,1522.0,3361.0,87.0,6780.0,9206.0,11061.0,15310.0,460.0,
Maryland,2018.0,66.0,561.0,1330.0,1615.0,3291.0,74.0,6816.0,9287.0,11554.0,15540.0,432.0,
Massachusetts,1999.0,65.0,413.0,704.0,1698.0,2874.0,100.0,4565.0,9802.0,17420.0,17782.0,417.0,
Massachusetts,2000.0,72.0,405.0,626.0,1754.0,3096.0,110.0,4764.0,9758.0,17583.0,18134.0,376.0,
Massachusetts,2001.0,61.0,446.0,759.0,1819.0,3256.0,107.0,4756.0,9323.0,17424.0,18394.0,405.0,
Massachusetts,2002.0,71.0,466.0,725.0,1768.0,3362.0,96.0,4998.0,8930.0,17270.0,18846.0,395.0,
Massachusetts,2003.0,54.0,493.0,721.0,1781.0,3367.0,95.0,5137.0,8627.0,16984.0,18643.0,388.0,
Massachusetts,2004.0,45.0,517.0,645.0,1612.0,3313.0,93.0,5063.0,8141.0,16358.0,18344.0,380.0,
Massachusetts,2005.0,45.0,496.0,670.0,1515.0,3271.0,68.0,5109.0,7919.0,15649.0,18736.0,396.0,
Massachusetts,2006.0,48.0,478.0,599.0,1370.0,3367.0,79.0,5337.0,7591.0,15364.0,18847.0,370.0,
Massachusetts,2007.0,47.0,511.0,615.0,1420.0,3230.0,84.0,5382.0,7542.0,14832.0,18866.0,384.0,
Massachusetts,2008.0,47.0,430.0,609.0,1311.0,3265.0,68.0,5203.0,7455.0,15002.0,19737.0,391.0,
Massachusetts,2009.0,43.0,451.0,663.0,1324.0,3339.0,76.0,5421.0,7451.0,14038.0,19120.0,379.0,
Massachusetts,2010.0,50.0,458.0,663.0,1170.0,3189.0,63.0,5599.0,7448.0,13681.0,19939.0,323.0,
Massachusetts,2011.0,40.0,479.0,705.0,1183.0,3209.0,76.0,5645.0,7641.0,13630.0,20790.0,310.0,
Massachusetts,2012.0,43.0,420.0,707.0,1176.0,3150.0,56.0,5639.0,7893.0,13277.0,20509.0,307.0,
Massachusetts,2013.0,43.0,450.0,781.0,1209.0,3133.0,73.0,5869.0,8252.0,13171.0,21288.0,298.0,
Massachusetts,2014.0,57.0,444.0,1010.0,1235.0,3214.0,72.0,6008.0,8682.0,12791.0,21371.0,315.0,
Massachusetts,2015.0,49.0,520.0,1151.0,1326.0,3176.0,70.0,6176.0,9041.0,13303.0,22684.0,309.0,
Massachusetts,2016.0,41.0,528.0,1274.0,1470.0,3121.0,75.0,6160.0,9332.0,12866.0,21814.0,279.0,
Massachusetts,2017.0,46.0,501.0,1279.0,1504.0,3165.0,76.0,6340.0,9712.0,13260.0,22658.0,262.0,
Massachusetts,2018.0,48.0,415.0,1296.0,1452.0,2858.0,63.0,6490.0,9914.0,13801.0,22525.0,290.0,
Michigan,1999.0,201.0,1075.0,1491.0,3320.0,5904.0,261.0,8839.0,16754.0,25882.0,22423.0,1077.0,
Michigan,2000.0,173.0,1031.0,1428.0,3283.0,6030.0,265.0,8781.0,16404.0,25687.0,22750.0,1119.0,
Michigan,2001.0,169.0,1050.0,1402.0,3251.0,6303.0,265.0,8798.0,15515.0,25518.0,23082.0,1069.0,
Michigan,2002.0,152.0,1068.0,1463.0,3176.0,6568.0,282.0,9078.0,15256.0,25994.0,23695.0,1057.0,
Michigan,2003.0,143.0,1001.0,1354.0,2983.0,6567.0,275.0,9364.0,14577.0,25590.0,23752.0,1119.0,
Michigan,2004.0,136.0,1070.0,1367.0,2880.0,6555.0,243.0,9309.0,14000.0,24803.0,23822.0,984.0,
Michigan,2005.0,173.0,1004.0,1407.0,2887.0,6725.0,241.0,10047.0,13960.0,24827.0,24584.0,1012.0,
Michigan,2006.0,134.0,1018.0,1433.0,2853.0,6736.0,201.0,10059.0,13672.0,24309.0,24685.0,940.0,
Michigan,2007.0,121.0,1069.0,1363.0,2619.0,6863.0,207.0,10373.0,13680.0,23897.0,25534.0,995.0,
Michigan,2008.0,127.0,990.0,1344.0,2572.0,6814.0,178.0,10642.0,14161.0,23867.0,26856.0,894.0,
Michigan,2009.0,122.0,1002.0,1328.0,2522.0,6667.0,201.0,10915.0,14032.0,22527.0,26258.0,881.0,
Michigan,2010.0,114.0,1025.0,1384.0,2452.0,6634.0,176.0,11252.0,14268.0,22421.0,27478.0,817.0,
Michigan,2011.0,113.0,1089.0,1393.0,2445.0,6591.0,158.0,11690.0,14427.0,22268.0,28585.0,749.0,
Michigan,2012.0,131.0,1080.0,1480.0,2289.0,6128.0,174.0,11753.0,15185.0,21939.0,28960.0,782.0,
Michigan,2013.0,103.0,995.0,1457.0,2353.0,6237.0,171.0,12051.0,16159.0,22050.0,30033.0,799.0,
Michigan,2014.0,103.0,1019.0,1556.0,2381.0,5934.0,159.0,12613.0,16770.0,22238.0,30395.0,745.0,
Michigan,2015.0,117.0,996.0,1707.0,2445.0,5925.0,189.0,12710.0,17450.0,22025.0,30832.0,744.0,
Michigan,2016.0,144.0,1052.0,1885.0,2528.0,5835.0,181.0,13146.0,18112.0,22035.0,30582.0,730.0,
Michigan,2017.0,113.0,1008.0,2057.0,2511.0,5705.0,166.0,13046.0,18466.0,22328.0,31447.0,755.0,
Michigan,2018.0,136.0,943.0,1973.0,2666.0,5644.0,204.0,12989.0,19001.0,23445.0,31218.0,684.0,
Minnesota,1999.0,77.0,417.0,492.0,1129.0,1926.0,131.0,3184.0,6225.0,11311.0,13235.0,408.0,
Minnesota,2000.0,57.0,449.0,498.0,1117.0,2034.0,123.0,3106.0,6098.0,10875.0,12954.0,378.0,
Minnesota,2001.0,63.0,436.0,479.0,1065.0,2096.0,106.0,3198.0,6049.0,10935.0,12947.0,361.0,
Minnesota,2002.0,94.0,486.0,511.0,1051.0,2218.0,123.0,3221.0,5873.0,11116.0,13453.0,364.0,
Minnesota,2003.0,65.0,518.0,477.0,1091.0,2210.0,103.0,3273.0,5607.0,10599.0,13351.0,324.0,
Minnesota,2004.0,66.0,414.0,466.0,1014.0,2214.0,102.0,3434.0,5413.0,10417.0,13162.0,332.0,
Minnesota,2005.0,42.0,432.0,486.0,1020.0,2319.0,101.0,3529.0,5289.0,10391.0,13563.0,362.0,
Minnesota,2006.0,62.0,456.0,520.0,1004.0,2311.0,88.0,3621.0,5203.0,10098.0,13283.0,381.0,
Minnesota,2007.0,65.0,431.0,448.0,920.0,2297.0,82.0,3734.0,5208.0,9853.0,13691.0,409.0,
Minnesota,2008.0,80.0,378.0,503.0,910.0,2390.0,87.0,3870.0,5530.0,9982.0,14335.0,434.0,
Minnesota,2009.0,63.0,375.0,468.0,910.0,2458.0,85.0,4077.0,5536.0,9504.0,14049.0,326.0,
Minnesota,2010.0,70.0,400.0,517.0,821.0,2375.0,96.0,4089.0,5618.0,9742.0,14936.0,308.0,
Minnesota,2011.0,55.0,379.0,522.0,809.0,2418.0,89.0,4342.0,5820.0,9813.0,15246.0,326.0,
Minnesota,2012.0,54.0,386.0,518.0,855.0,2346.0,81.0,4411.0,5901.0,9689.0,15428.0,347.0,
Minnesota,2013.0,51.0,363.0,602.0,864.0,2319.0,90.0,4466.0,6351.0,9728.0,15804.0,349.0,
Minnesota,2014.0,54.0,384.0,564.0,824.0,2237.0,90.0,4567.0,6511.0,9968.0,15893.0,352.0,
Minnesota,2015.0,58.0,402.0,610.0,878.0,2213.0,86.0,4795.0,6967.0,9753.0,16677.0,360.0,
Minnesota,2016.0,60.0,397.0,673.0,930.0,2137.0,91.0,4973.0,7075.0,9895.0,16490.0,356.0,
Minnesota,2017.0,63.0,403.0,730.0,941.0,2185.0,75.0,4991.0,7379.0,10347.0,16928.0,328.0,
Minnesota,2018.0,56.0,388.0,718.0,917.0,2090.0,89.0,5080.0,7593.0,10576.0,16896.0,342.0,
Mississippi,1999.0,92.0,535.0,627.0,1292.0,2057.0,138.0,3284.0,5675.0,7381.0,6671.0,433.0,
Mississippi,2000.0,100.0,539.0,643.0,1292.0,2167.0,119.0,3298.0,5562.0,7499.0,6960.0,470.0,
Mississippi,2001.0,97.0,514.0,633.0,1327.0,2234.0,110.0,3247.0,5407.0,7332.0,6909.0,445.0,
Mississippi,2002.0,72.0,512.0,661.0,1276.0,2343.0,146.0,3475.0,5298.0,7641.0,6996.0,428.0,
Mississippi,2003.0,87.0,483.0,660.0,1268.0,2410.0,110.0,3517.0,5210.0,7501.0,6787.0,455.0,
Mississippi,2004.0,82.0,516.0,663.0,1195.0,2494.0,99.0,3651.0,5091.0,7219.0,6440.0,420.0,
Mississippi,2005.0,77.0,516.0,703.0,1252.0,2647.0,113.0,3802.0,5122.0,7542.0,6933.0,481.0,
Mississippi,2006.0,78.0,545.0,737.0,1263.0,2672.0,94.0,3785.0,5064.0,7143.0,6692.0,488.0,
Mississippi,2007.0,92.0,534.0,635.0,1192.0,2588.0,111.0,3885.0,5078.0,7050.0,6614.0,467.0,
Mississippi,2008.0,67.0,469.0,662.0,1110.0,2618.0,100.0,4105.0,5346.0,7162.0,6892.0,448.0,
Mississippi,2009.0,98.0,443.0,646.0,1099.0,2557.0,87.0,4007.0,5204.0,6891.0,6803.0,431.0,
Mississippi,2010.0,73.0,411.0,654.0,1030.0,2644.0,76.0,4213.0,5486.0,7128.0,6861.0,387.0,
Mississippi,2011.0,80.0,420.0,660.0,1073.0,2639.0,93.0,4380.0,5412.0,7073.0,7068.0,374.0,
Mississippi,2012.0,73.0,371.0,622.0,1071.0,2519.0,86.0,4449.0,5676.0,7171.0,7135.0,341.0,30.0
Mississippi,2013.0,75.0,401.0,629.0,1047.0,2595.0,74.0,4766.0,5964.0,7275.0,7499.0,373.0,
Mississippi,2014.0,56.0,442.0,657.0,1035.0,2550.0,74.0,4988.0,6092.0,7163.0,7179.0,319.0,
Mississippi,2015.0,66.0,393.0,677.0,1082.0,2475.0,92.0,4984.0,6374.0,7580.0,7698.0,356.0,
Mississippi,2016.0,58.0,431.0,699.0,1120.0,2448.0,92.0,5082.0,6479.0,7411.0,7596.0,325.0,
Mississippi,2017.0,62.0,410.0,717.0,1075.0,2330.0,85.0,5230.0,6802.0,7619.0,7627.0,322.0,
Mississippi,2018.0,71.0,407.0,717.0,1093.0,2287.0,86.0,5177.0,6974.0,7632.0,7549.0,306.0,
Missouri,1999.0,87.0,725.0,864.0,1932.0,3189.0,163.0,5431.0,10599.0,16107.0,16248.0,585.0,
Missouri,2000.0,103.0,782.0,821.0,1869.0,3275.0,194.0,5409.0,10070.0,15753.0,16037.0,547.0,
Missouri,2001.0,110.0,790.0,843.0,1932.0,3460.0,153.0,5372.0,9787.0,15855.0,16117.0,558.0,
Missouri,2002.0,113.0,791.0,846.0,1960.0,3636.0,157.0,5598.0,9837.0,16030.0,16332.0,637.0,
Missouri,2003.0,106.0,719.0,820.0,1920.0,3844.0,149.0,5818.0,9564.0,15918.0,16107.0,610.0,
Missouri,2004.0,111.0,768.0,837.0,1774.0,3710.0,163.0,5925.0,9184.0,15339.0,15551.0,584.0,
Missouri,2005.0,93.0,817.0,881.0,1865.0,4033.0,133.0,5908.0,9114.0,15439.0,15776.0,590.0,
Missouri,2006.0,88.0,850.0,963.0,1776.0,4056.0,144.0,6175.0,9036.0,15045.0,15939.0,603.0,
Missouri,2007.0,109.0,760.0,890.0,1644.0,4026.0,136.0,6079.0,9016.0,14723.0,16164.0,613.0,
Missouri,2008.0,95.0,757.0,946.0,1611.0,4315.0,118.0,6624.0,9363.0,15035.0,17128.0,585.0,
Missouri,2009.0,115.0,729.0,1014.0,1565.0,4186.0,111.0,6704.0,9127.0,14201.0,15943.0,565.0,
Missouri,2010.0,79.0,724.0,1001.0,1556.0,4206.0,112.0,6757.0,9406.0,14181.0,16749.0,507.0,
Missouri,2011.0,102.0,727.0,1045.0,1511.0,4121.0,118.0,7184.0,9527.0,14105.0,16921.0,485.0,
Missouri,2012.0,97.0,671.0,1020.0,1518.0,4095.0,120.0,7239.0,9865.0,13930.0,17038.0,500.0,
Missouri,2013.0,79.0,655.0,993.0,1560.0,3957.0,122.0,7643.0,10241.0,14105.0,17598.0,491.0,
Missouri,2014.0,84.0,648.0,1052.0,1524.0,3987.0,114.0,8003.0,10670.0,14279.0,17502.0,457.0,
Missouri,2015.0,86.0,776.0,1146.0,1574.0,3850.0,129.0,8250.0,11030.0,14489.0,18051.0,490.0,
Missouri,2016.0,98.0,797.0,1291.0,1737.0,3723.0,102.0,8128.0,11257.0,14352.0,17900.0,488.0,
Missouri,2017.0,93.0,804.0,1320.0,1775.0,3533.0,148.0,8434.0,12007.0,14991.0,18315.0,456.0,
Missouri,2018.0,85.0,826.0,1438.0,1872.0,3663.0,113.0,8714.0,12167.0,15279.0,18500.0,460.0,
Montana,1999.0,16.0,133.0,107.0,265.0,470.0,32.0,757.0,1492.0,2443.0,2340.0,72.0,
Montana,2000.0,19.0,137.0,127.0,253.0,465.0,39.0,778.0,1416.0,2416.0,2379.0,67.0,
Montana,2001.0,12.0,96.0,122.0,274.0,489.0,35.0,809.0,1371.0,2474.0,2509.0,74.0,
Montana,2002.0,15.0,140.0,130.0,265.0,558.0,23.0,865.0,1367.0,2459.0,2601.0,83.0,
Montana,2003.0,13.0,149.0,153.0,279.0,569.0,26.0,835.0,1423.0,2346.0,2596.0,78.0,
Montana,2004.0,17.0,147.0,121.0,271.0,541.0,31.0,841.0,1325.0,2281.0,2467.0,52.0,
Montana,2005.0,18.0,144.0,150.0,263.0,611.0,21.0,899.0,1361.0,2293.0,2687.0,81.0,
Montana,2006.0,20.0,149.0,138.0,258.0,595.0,29.0,921.0,1320.0,2290.0,2679.0,73.0,
Montana,2007.0,17.0,147.0,134.0,229.0,653.0,19.0,969.0,1352.0,2252.0,2773.0,79.0,
Montana,2008.0,13.0,129.0,171.0,241.0,593.0,27.0,1001.0,1466.0,2336.0,2850.0,86.0,
Montana,2009.0,20.0,144.0,158.0,250.0,654.0,24.0,1055.0,1410.0,2159.0,2784.0,72.0,
Montana,2010.0,20.0,124.0,161.0,229.0,593.0,31.0,1025.0,1478.0,2183.0,2912.0,71.0,
Montana,2011.0,19.0,126.0,162.0,234.0,645.0,26.0,1107.0,1500.0,2219.0,3006.0,71.0,
Montana,2012.0,15.0,117.0,182.0,240.0,574.0,21.0,1168.0,1486.0,2141.0,2961.0,71.0,
Montana,2013.0,12.0,143.0,188.0,253.0,566.0,17.0,1174.0,1644.0,2332.0,3112.0,70.0,
Montana,2014.0,12.0,111.0,141.0,234.0,552.0,19.0,1228.0,1713.0,2311.0,2992.0,68.0,
Montana,2015.0,22.0,121.0,204.0,266.0,619.0,29.0,1299.0,1820.0,2280.0,3207.0,75.0,
Montana,2016.0,19.0,126.0,200.0,281.0,524.0,27.0,1279.0,1830.0,2339.0,3208.0,72.0,
Montana,2017.0,,115.0,229.0,266.0,487.0,16.0,1278.0,1910.0,2537.0,3291.0,64.0,
Montana,2018.0,11.0,128.0,194.0,247.0,468.0,27.0,1267.0,1950.0,2475.0,3170.0,55.0,
Nebraska,1999.0,29.0,202.0,194.0,434.0,708.0,49.0,1298.0,2708.0,4586.0,5208.0,163.0,
Nebraska,2000.0,28.0,194.0,188.0,378.0,759.0,48.0,1163.0,2556.0,4347.0,5151.0,180.0,
Nebraska,2001.0,31.0,183.0,184.0,432.0,800.0,47.0,1181.0,2527.0,4399.0,5222.0,168.0,
Nebraska,2002.0,29.0,213.0,195.0,468.0,798.0,50.0,1342.0,2541.0,4395.0,5529.0,178.0,
Nebraska,2003.0,39.0,191.0,198.0,400.0,818.0,45.0,1282.0,2368.0,4451.0,5532.0,141.0,
Nebraska,2004.0,37.0,184.0,155.0,350.0,819.0,45.0,1357.0,2171.0,4304.0,5061.0,173.0,
Nebraska,2005.0,24.0,183.0,190.0,386.0,813.0,48.0,1361.0,2281.0,4219.0,5311.0,147.0,
Nebraska,2006.0,27.0,212.0,174.0,368.0,907.0,39.0,1403.0,2171.0,4167.0,5282.0,149.0,
Nebraska,2007.0,27.0,186.0,174.0,393.0,884.0,43.0,1414.0,2251.0,4166.0,5542.0,182.0,
Nebraska,2008.0,38.0,179.0,195.0,369.0,897.0,33.0,1515.0,2244.0,4198.0,5647.0,146.0,
Nebraska,2009.0,26.0,170.0,210.0,320.0,933.0,26.0,1533.0,2161.0,4003.0,5282.0,146.0,
Nebraska,2010.0,29.0,153.0,177.0,294.0,903.0,41.0,1632.0,2239.0,4041.0,5526.0,136.0,
Nebraska,2011.0,25.0,127.0,196.0,357.0,882.0,32.0,1687.0,2292.0,3928.0,5807.0,143.0,
Nebraska,2012.0,27.0,177.0,212.0,313.0,881.0,47.0,1716.0,2384.0,3942.0,5839.0,121.0,
Nebraska,2013.0,23.0,173.0,203.0,339.0,840.0,31.0,1709.0,2358.0,3992.0,5946.0,139.0,
Nebraska,2014.0,30.0,172.0,249.0,360.0,910.0,29.0,1805.0,2542.0,3918.0,5827.0,136.0,
Nebraska,2015.0,31.0,171.0,240.0,318.0,885.0,33.0,1950.0,2679.0,4061.0,6219.0,153.0,
Nebraska,2016.0,29.0,151.0,234.0,347.0,782.0,34.0,1911.0,2720.0,3907.0,5938.0,164.0,
Nebraska,2017.0,19.0,173.0,233.0,390.0,774.0,43.0,1969.0,2943.0,3993.0,6197.0,144.0,
Nebraska,2018.0,30.0,151.0,244.0,398.0,826.0,39.0,1959.0,3064.0,3899.0,6145.0,149.0,
Nevada,1999.0,50.0,215.0,338.0,731.0,1220.0,46.0,2064.0,3483.0,4249.0,2486.0,193.0,
Nevada,2000.0,39.0,220.0,349.0,741.0,1339.0,53.0,2130.0,3442.0,4122.0,2620.0,201.0,
Nevada,2001.0,42.0,239.0,343.0,740.0,1402.0,56.0,2206.0,3570.0,4640.0,2859.0,180.0,
Nevada,2002.0,41.0,263.0,363.0,797.0,1486.0,44.0,2284.0,3526.0,4715.0,3202.0,197.0,
Nevada,2003.0,35.0,307.0,401.0,820.0,1537.0,53.0,2531.0,3573.0,4974.0,3424.0,192.0,11.0
Nevada,2004.0,40.0,282.0,410.0,766.0,1549.0,58.0,2550.0,3668.0,4966.0,3406.0,225.0,
Nevada,2005.0,57.0,328.0,423.0,854.0,1736.0,60.0,2723.0,3788.0,5207.0,3634.0,215.0,
Nevada,2006.0,43.0,352.0,406.0,840.0,1683.0,58.0,2736.0,3758.0,5036.0,3702.0,257.0,
Nevada,2007.0,54.0,324.0,450.0,835.0,1719.0,61.0,2777.0,3659.0,4836.0,3708.0,262.0,
Nevada,2008.0,42.0,298.0,453.0,777.0,1721.0,50.0,2862.0,3754.0,4994.0,4169.0,211.0,
Nevada,2009.0,52.0,262.0,380.0,747.0,1749.0,38.0,2998.0,3871.0,4848.0,4059.0,220.0,
Nevada,2010.0,38.0,284.0,395.0,716.0,1696.0,57.0,3013.0,3908.0,4961.0,4354.0,201.0,
Nevada,2011.0,38.0,299.0,422.0,725.0,1742.0,57.0,3053.0,4108.0,5025.0,4669.0,201.0,
Nevada,2012.0,40.0,234.0,396.0,697.0,1677.0,44.0,3182.0,4367.0,5140.0,4838.0,169.0,
Nevada,2013.0,40.0,242.0,467.0,681.0,1697.0,46.0,3261.0,4585.0,5340.0,4915.0,191.0,
Nevada,2014.0,40.0,257.0,455.0,730.0,1686.0,40.0,3282.0,4905.0,5333.0,4867.0,196.0,
Nevada,2015.0,47.0,279.0,502.0,750.0,1700.0,63.0,3390.0,5126.0,5550.0,5273.0,190.0,
Nevada,2016.0,35.0,302.0,507.0,770.0,1771.0,70.0,3505.0,5380.0,5920.0,5435.0,207.0,
Nevada,2017.0,41.0,287.0,542.0,767.0,1707.0,46.0,3605.0,5588.0,6163.0,5701.0,208.0,
Nevada,2018.0,37.0,276.0,530.0,835.0,1639.0,48.0,3622.0,5591.0,6227.0,5688.0,217.0,
New Hampshire,1999.0,16.0,94.0,124.0,281.0,560.0,22.0,907.0,1823.0,2810.0,2818.0,82.0,
New Hampshire,2000.0,11.0,89.0,95.0,327.0,602.0,23.0,890.0,1722.0,2925.0,2929.0,84.0,
New Hampshire,2001.0,23.0,105.0,105.0,307.0,600.0,26.0,934.0,1789.0,2883.0,2987.0,56.0,
New Hampshire,2002.0,,95.0,126.0,309.0,625.0,21.0,990.0,1721.0,2867.0,3020.0,72.0,
New Hampshire,2003.0,11.0,107.0,105.0,322.0,637.0,17.0,1023.0,1615.0,2793.0,3021.0,57.0,
New Hampshire,2004.0,17.0,102.0,97.0,303.0,633.0,21.0,992.0,1693.0,3000.0,3172.0,81.0,
New Hampshire,2005.0,,134.0,128.0,323.0,668.0,18.0,1076.0,1591.0,2906.0,3273.0,76.0,
New Hampshire,2006.0,11.0,99.0,120.0,271.0,667.0,17.0,1115.0,1593.0,2814.0,3266.0,87.0,
New Hampshire,2007.0,11.0,109.0,112.0,280.0,676.0,22.0,1164.0,1639.0,2814.0,3400.0,76.0,
New Hampshire,2008.0,10.0,95.0,108.0,267.0,716.0,22.0,1141.0,1606.0,2861.0,3388.0,54.0,
New Hampshire,2009.0,,98.0,120.0,245.0,675.0,16.0,1239.0,1592.0,2679.0,3362.0,65.0,
New Hampshire,2010.0,14.0,87.0,161.0,232.0,680.0,15.0,1144.0,1688.0,2664.0,3465.0,51.0,
New Hampshire,2011.0,,98.0,125.0,229.0,712.0,16.0,1298.0,1751.0,2752.0,3774.0,61.0,
New Hampshire,2012.0,13.0,87.0,142.0,219.0,686.0,16.0,1291.0,1838.0,2679.0,3707.0,52.0,
New Hampshire,2013.0,14.0,106.0,159.0,195.0,703.0,11.0,1308.0,1885.0,2680.0,3766.0,70.0,
New Hampshire,2014.0,,106.0,226.0,251.0,678.0,19.0,1419.0,1955.0,2765.0,4037.0,53.0,
New Hampshire,2015.0,,103.0,249.0,322.0,671.0,15.0,1420.0,2115.0,2885.0,4144.0,52.0,
New Hampshire,2016.0,,144.0,290.0,350.0,676.0,19.0,1510.0,2128.0,2835.0,4197.0,45.0,
New Hampshire,2017.0,,126.0,283.0,278.0,700.0,11.0,1496.0,2239.0,3001.0,4310.0,51.0,
New Hampshire,2018.0,12.0,114.0,259.0,323.0,719.0,15.0,1587.0,2252.0,3031.0,4419.0,43.0,
New Jersey,1999.0,134.0,573.0,1102.0,2770.0,4534.0,146.0,6894.0,14015.0,22558.0,20481.0,766.0,
New Jersey,2000.0,94.0,648.0,1158.0,2693.0,4648.0,155.0,6927.0,13478.0,22743.0,21506.0,733.0,17.0
New Jersey,2001.0,94.0,699.0,1306.0,2878.0,4953.0,146.0,7063.0,12884.0,22466.0,21458.0,747.0,16.0
New Jersey,2002.0,106.0,690.0,1058.0,2602.0,4788.0,175.0,7134.0,12417.0,22368.0,21994.0,655.0,22.0
New Jersey,2003.0,107.0,737.0,1061.0,2448.0,4826.0,147.0,7114.0,11953.0,22205.0,22423.0,661.0,
New Jersey,2004.0,86.0,739.0,1039.0,2350.0,4668.0,142.0,7260.0,11168.0,21502.0,21752.0,651.0,14.0
New Jersey,2005.0,86.0,739.0,1051.0,2298.0,4736.0,148.0,7360.0,10911.0,21262.0,22769.0,595.0,
New Jersey,2006.0,84.0,781.0,1081.0,2266.0,4967.0,125.0,7514.0,10582.0,20235.0,22079.0,632.0,10.0
New Jersey,2007.0,91.0,709.0,946.0,2069.0,4625.0,142.0,7234.0,10345.0,20036.0,22860.0,601.0,
New Jersey,2008.0,89.0,657.0,940.0,1917.0,4688.0,103.0,7480.0,10441.0,19415.0,23662.0,626.0,
New Jersey,2009.0,77.0,636.0,960.0,1810.0,4536.0,108.0,7461.0,10226.0,18448.0,23444.0,566.0,
New Jersey,2010.0,76.0,641.0,936.0,1698.0,4604.0,107.0,7783.0,10457.0,18080.0,24597.0,514.0,
